"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","fc_direction"
"ENSG00000157227",3098.07983093351,0.755967323204016,0.0287048740779878,26.3358522719919,7.45438592455913e-153,1.63293246385154e-150,"MMP14",4323,"UP"
"ENSG00000196834",645.55124821718,-0.245228758612544,0.0584289000927396,-4.19704560967795,2.70419489594403e-05,8.3521422564273e-05,"POTEI",653269,"DOWN"
"ENSG00000198074",144.499647293447,-0.245231270774162,0.10195532851409,-2.40528155171675,0.0161600101416614,0.0294579553689258,"AKR1B10",57016,"DOWN"
"ENSG00000136280",290.71864059804,0.6500165112241,0.0788287297546223,8.24593410609898,1.63874961848433e-16,1.63172239027471e-15,"CCM2",83605,"UP"
"ENSG00000203485",893.719390918219,-0.256423031502606,0.0476069712259713,-5.38624963737912,7.19430236222576e-08,3.16385797066065e-07,"INF2",64423,"DOWN"
"ENSG00000143476",507.626864905091,-0.55321382007939,0.0698254658451953,-7.92280886898597,2.32204369599701e-15,2.09633960423991e-14,"DTL",51514,"DOWN"
"ENSG00000160285",727.905333656895,-0.494075781964397,0.0470962107903068,-10.4907756627012,9.5243259396209e-26,1.63576071241122e-24,"LSS",4047,"DOWN"
"ENSG00000117000",576.740214599702,-0.267102991322694,0.0525045461833752,-5.08723550128063,3.63320570371893e-07,1.45704726149143e-06,"RLF",6018,"DOWN"
"ENSG00000153044",275.730945794975,-0.399091262814464,0.0999556964007289,-3.99268152976975,6.53302844669809e-05,0.000188217401273317,"CENPH",64946,"DOWN"
"ENSG00000196776",1061.40388025882,0.216884592602669,0.048454529941128,4.47604368190513,7.60389337542111e-06,2.55074262030162e-05,"CD47",961,"UP"
"ENSG00000094804",611.894625339848,-0.468635137386074,0.0622961795571399,-7.52269466149569,5.36586390686265e-14,4.39644883265176e-13,"CDC6",990,"DOWN"
"ENSG00000163629",604.055534143867,0.354605115709172,0.0505624525334824,7.0132103555371,2.32910859562986e-12,1.65793689731838e-11,"PTPN13",5783,"UP"
"ENSG00000042286",217.024560344186,-0.587507561530192,0.0821885307577123,-7.14829132622088,8.78646883858304e-13,6.47847754128179e-12,"AIFM2",84883,"DOWN"
"ENSG00000139278",299.858998666795,-0.515266670758921,0.092187352169291,-5.58934234072257,2.27931202733266e-08,1.06963672745886e-07,"GLIPR1",11010,"DOWN"
"ENSG00000085117",414.339136328532,0.292811239563249,0.0660923959813105,4.43033173810266,9.40882365899664e-06,3.12193320037013e-05,"CD82",3732,"UP"
"ENSG00000188157",425.691534015738,0.318569148210286,0.0663480842198755,4.80148224257023,1.57495477213273e-06,5.79196227572412e-06,"AGRN",375790,"UP"
"ENSG00000164168",1029.68731468401,0.131865387584155,0.0394223868887054,3.34493667155233,0.000823013600537407,0.00198076034457697,"TMEM184C",55751,"UP"
"ENSG00000162783",347.02699407631,-0.162874288304899,0.0673371329916339,-2.4187885802197,0.0155722880811657,0.0284625731458334,"IER5",51278,"DOWN"
"ENSG00000100652",88.8011621123376,0.556688187657873,0.133947568933345,4.15601561186148,3.23845704692278e-05,9.85285280785469e-05,"SLC10A1",6554,"UP"
"ENSG00000144320",959.296211327582,0.19249840412949,0.0453650626780699,4.24331837686507,2.20238629172528e-05,6.89954259226404e-05,"LNPK",80856,"UP"
"ENSG00000058453",694.474687049999,-0.907996291424015,0.0600278070010968,-15.1262612576772,1.08697910082311e-51,4.29245828590351e-50,"CROCC",9696,"DOWN"
"ENSG00000075292",1392.33427194885,0.12028459064208,0.0346797827843303,3.46843552596961,0.000523498125548036,0.00130930918518154,"ZNF638",27332,"UP"
"ENSG00000119906",805.220111901068,0.363072974314611,0.0488122976886226,7.43814553927951,1.02108531237072e-13,8.17572446663727e-13,"SLF2",55719,"UP"
"ENSG00000105220",791.091198327511,-0.148139979591917,0.0494414952798182,-2.99626819038354,0.00273305946692028,0.00592324442989442,"GPI",2821,"DOWN"
"ENSG00000013275",1179.07059885077,-0.337478403171422,0.039525539581591,-8.53823646037212,1.36285807974096e-17,1.46101406332341e-16,"PSMC4",5704,"DOWN"
"ENSG00000196923",264.562347804361,-0.321002173391413,0.0916607743018785,-3.50206700561152,0.000461663499073639,0.00116545188611545,"PDLIM7",9260,"DOWN"
"ENSG00000198265",953.920609110635,-0.243521359874868,0.0414695387066281,-5.87229488125331,4.29803340226685e-09,2.1943785312365e-08,"HELZ",9931,"DOWN"
"ENSG00000113407",1993.87902625265,0.205914211938004,0.0287915002363784,7.15190977362925,8.55788151321312e-13,6.32042012521656e-12,"TARS",6897,"UP"
"ENSG00000175984",156.838489325113,-0.438101697676503,0.0967617191145103,-4.52763449932139,5.96476357037316e-06,2.03081832997162e-05,"DENND2C",163259,"DOWN"
"ENSG00000222038",638.548705677084,-0.256106260100105,0.0588088585210347,-4.35489255429947,1.33132202713766e-05,4.31388465952226e-05,"POTEJ",653781,"DOWN"
"ENSG00000165606",113.333514150647,-2.17876502183653,0.138847477954512,-15.6917868004078,1.721410561087e-55,7.57029417205304e-54,"DRGX",644168,"DOWN"
"ENSG00000175166",5040.04016038257,-0.159220059638729,0.0198750722215941,-8.01104307262532,1.13739601885257e-15,1.05810639253833e-14,"PSMD2",5708,"DOWN"
"ENSG00000070756",4567.28137501473,0.271321548016016,0.0202448616681045,13.4019956502582,5.88589061016612e-41,1.73000480972225e-39,"PABPC1",26986,"UP"
"ENSG00000048991",529.777971297819,0.331291697948863,0.057762166396526,5.73544447198553,9.72569528574672e-09,4.77241429702111e-08,"R3HDM1",23518,"UP"
"ENSG00000117479",248.499034481504,-0.592334021498664,0.0846495391080376,-6.9974866696282,2.6059484757743e-12,1.84369663642532e-11,"SLC19A2",10560,"DOWN"
"ENSG00000008083",454.330574658615,-0.263967059483482,0.0566648003678972,-4.65839564896852,3.18683277930113e-06,1.12062013871228e-05,"JARID2",3720,"DOWN"
"ENSG00000135052",658.961565141514,0.802327690655861,0.0498151853234825,16.1060866369527,2.31200453772962e-58,1.07800693506188e-56,"GOLM1",51280,"UP"
"ENSG00000128567",354.066476711763,0.303463563268936,0.0725034557983287,4.1855048139089,2.84533038078399e-05,8.74385540521496e-05,"PODXL",5420,"UP"
"ENSG00000151651",123.90463714136,-0.468851430105097,0.148345920071599,-3.16052797325876,0.00157483482289066,0.00358576824745255,"ADAM8",101,"DOWN"
"ENSG00000136051",1375.95444214061,0.170544066982925,0.0337296641130414,5.05620412973472,4.27683550358557e-07,1.6964147658568e-06,"WASHC4",23325,"UP"
"ENSG00000171681",839.339741045584,0.577911810317181,0.0483679008689335,11.9482508013568,6.6306120569023e-33,1.47191980842516e-31,"ATF7IP",55729,"UP"
"ENSG00000029364",1735.8434120281,0.156985124806395,0.0311080332942147,5.04644968460897,4.50095353081599e-07,1.77828183016812e-06,"SLC39A9",55334,"UP"
"ENSG00000128918",115.75531460533,-0.263413864711388,0.114901979128287,-2.29250937807858,0.0218762670185866,0.0387110897859763,"ALDH1A2",8854,"DOWN"
"ENSG00000103512",2412.44891348847,0.507116238876517,0.0268481193393977,18.888333758721,1.42265788960659e-79,1.13130534920086e-77,"NOMO1",23420,"UP"
"ENSG00000163798",512.910021441568,-0.211989826549287,0.0553875093756527,-3.82739409911928,0.000129507073658144,0.00035545558514682,"SLC4A1AP",22950,"DOWN"
"ENSG00000147852",308.877360626842,0.666289525440153,0.0663310428148983,10.0449125652899,9.67334263532351e-24,1.51357827488013e-22,"VLDLR",7436,"UP"
"ENSG00000157693",130.953850753028,0.635643574336633,0.0964655096812755,6.58933515654264,4.41800448483906e-11,2.77860412074656e-10,"TMEM268",203197,"UP"
"ENSG00000106462",563.219264378934,-0.182924570989127,0.0607366989640524,-3.0117634660618,0.00259734898133837,0.0056587017589301,"EZH2",2146,"DOWN"
"ENSG00000077232",1952.3217060823,0.574035342082681,0.0323208952077433,17.7605025601258,1.42948901621166e-70,9.37647880125276e-69,"DNAJC10",54431,"UP"
"ENSG00000159256",543.512339529346,-0.154676694982511,0.0541277555500543,-2.85762255261951,0.00426827775162148,0.00888077145095437,"MORC3",23515,"DOWN"
"ENSG00000105976",4581.44359164343,0.628857657015113,0.0205956493140685,30.5335193576807,9.35916140465199e-205,3.29272314872756e-202,"MET",4233,"UP"
"ENSG00000162493",343.666801097119,-0.705193394457866,0.0832400921231524,-8.47179978386549,2.41630197092307e-17,2.54336046078122e-16,"PDPN",10630,"DOWN"
"ENSG00000171314",3865.78337147783,-0.156602925826181,0.0247979511471885,-6.31515583270016,2.69889380744307e-10,1.55736367318161e-09,"PGAM1",5223,"DOWN"
"ENSG00000141543",641.968757769098,-0.181770690215733,0.0500928064039155,-3.62867851224094,0.00028487573296899,0.000743404643688465,"EIF4A3",9775,"DOWN"
"ENSG00000005007",920.773568524923,-0.226676645914201,0.041333883557141,-5.48403939835069,4.15722122746166e-08,1.88831527585407e-07,"UPF1",5976,"DOWN"
"ENSG00000127124",523.212798146203,-0.239599118149893,0.063282932465492,-3.78615700656011,0.00015299502759536,0.000415113874826391,"HIVEP3",59269,"DOWN"
"ENSG00000253626",1094.65155240042,-0.305625213244117,0.0445518407423919,-6.8599907018726,6.88650301421501e-12,4.69203638468523e-11,"EIF5AL1",143244,"DOWN"
"ENSG00000104723",93.1560780663763,0.417088456930795,0.117257641531428,3.55702580645035,0.000375077322328971,0.000962991533002953,"TUSC3",7991,"UP"
"ENSG00000143751",495.854368386807,-0.176133910894332,0.0551532704696761,-3.19353520461079,0.00140542199935217,0.00323364039089947,"SDE2",163859,"DOWN"
"ENSG00000151725",433.283656706929,-0.719425033497055,0.0792394006162522,-9.07913270294852,1.0944343397248e-19,1.36481017016165e-18,"CENPU",79682,"DOWN"
"ENSG00000072778",1145.97768599359,0.0898810865510723,0.0397710786321567,2.25996099784931,0.0238236715679723,0.0416995065436692,"ACADVL",37,"UP"
"ENSG00000163618",683.868884803269,0.631391805061131,0.052188339927458,12.098330890363,1.07780327977802e-33,2.47298341466855e-32,"CADPS",8618,"UP"
"ENSG00000162591",65.539555688249,0.728252615033128,0.137039238147184,5.31419048207904,1.07132508746472e-07,4.59527857141105e-07,"MEGF6",1953,"UP"
"ENSG00000174371",273.942031047706,-0.574008833194371,0.100436696673871,-5.71513054693786,1.09619836312879e-08,5.34293156839849e-08,"EXO1",9156,"DOWN"
"ENSG00000106244",647.714515152952,-0.312687350744248,0.0529617665775179,-5.90402040850696,3.54748249019321e-09,1.82644220448528e-08,"PDAP1",11333,"DOWN"
"ENSG00000186141",322.625189477788,-0.503908027580101,0.0696091019315822,-7.239111173642,4.51634712974811e-13,3.43262657380113e-12,"POLR3C",10623,"DOWN"
"ENSG00000187605",333.5998279815,-0.360016850795973,0.0659089028802371,-5.46234021601238,4.69898423059053e-08,2.12029564388481e-07,"TET3",200424,"DOWN"
"ENSG00000134531",3218.42629661561,-0.279760192115937,0.0258680387962439,-10.814897654961,2.92619109667993e-27,5.39255216388159e-26,"EMP1",2012,"DOWN"
"ENSG00000100596",714.756351390986,0.161502746859929,0.0517227490895319,3.12247028054075,0.00179340211157343,0.00403281009400881,"SPTLC2",9517,"UP"
"ENSG00000127920",2115.93985126873,0.356886777717072,0.0326355318930195,10.9355281503289,7.79507514349505e-28,1.45734013552299e-26,"GNG11",2791,"UP"
"ENSG00000093009",243.94733646948,-1.18937895081867,0.110551794719706,-10.7585675459564,5.4003052351348e-27,9.75078441367263e-26,"CDC45",8318,"DOWN"
"ENSG00000173402",658.908621696891,0.561798705858938,0.0529243663584528,10.6151238931028,2.53457970628755e-26,4.45855611969674e-25,"DAG1",1605,"UP"
"ENSG00000041515",88.5607383628531,-0.720616304891568,0.135130234604044,-5.33275404281733,9.67342972864089e-08,4.18125536669846e-07,"MYO16",23026,"DOWN"
"ENSG00000134802",293.136155646188,-0.652282908088892,0.0899826111999643,-7.24898843665865,4.19895730190334e-13,3.21357246375068e-12,"SLC43A3",29015,"DOWN"
"ENSG00000113263",149.416903835122,-0.722694030390938,0.100896348515307,-7.16273721522534,7.90818575596235e-13,5.86296530183416e-12,"ITK",3702,"DOWN"
"ENSG00000167081",778.927144842416,-0.192116878716349,0.0526656340708236,-3.64786035724918,0.000264433284625896,0.000692996556470867,"PBX3",5090,"DOWN"
"ENSG00000162302",324.282997520917,-0.428528930729319,0.0849176012368374,-5.04640880674597,4.50191616060579e-07,1.77828183016812e-06,"RPS6KA4",8986,"DOWN"
"ENSG00000086619",123.034276145489,0.527513223506308,0.110789389245313,4.761405646332,1.92249178007651e-06,6.9772208711123e-06,"ERO1B",56605,"UP"
"ENSG00000160213",1184.0256693517,0.338910564323809,0.03805710746198,8.90531590353758,5.32342307477823e-19,6.32599200595448e-18,"CSTB",1476,"UP"
"ENSG00000103494",300.498952258976,0.273372454652669,0.0829985604846391,3.29370115645877,0.000988775628396988,0.0023423148430298,"RPGRIP1L",23322,"UP"
"ENSG00000109475",1304.67027289454,-0.185475762530353,0.0397645223382791,-4.66435283573884,3.09589793138348e-06,1.0905150176991e-05,"RPL34",6164,"DOWN"
"ENSG00000114019",683.442127595589,-0.844611330643235,0.0537554786833487,-15.7120976564731,1.24974673765042e-55,5.51694282285986e-54,"AMOTL2",51421,"DOWN"
"ENSG00000118705",2630.70497327885,0.306299376562514,0.026996594923262,11.3458522244443,7.77648893010516e-30,1.57291004317981e-28,"RPN2",6185,"UP"
"ENSG00000001561",351.671307537044,0.347711568197258,0.069435042140043,5.00772459381477,5.50772659065855e-07,2.14363746957914e-06,"ENPP4",22875,"UP"
"ENSG00000108799",275.408592659491,0.208232751247452,0.0717411754825824,2.902555608362,0.00370131441512529,0.00779188764453393,"EZH1",2145,"UP"
"ENSG00000244694",515.723565724226,-0.146071671204083,0.0555905806102728,-2.62763348755328,0.00859810996685713,0.0166846158641503,"PTCHD4",442213,"DOWN"
"ENSG00000153317",1550.59131162053,-0.0858788278962918,0.0315267730099755,-2.7239967715414,0.00644971369644362,0.0128529310016667,"ASAP1",50807,"DOWN"
"ENSG00000112304",221.91236334555,0.596785496804066,0.0810059047128539,7.3671851319916,1.74268403881661e-13,1.37169909767192e-12,"ACOT13",55856,"UP"
"ENSG00000021826",328.980483924166,0.554737303121906,0.0772896553479573,7.17738099134333,7.10594652461118e-13,5.28846404812409e-12,"CPS1",1373,"UP"
"ENSG00000067704",1129.6998671433,0.190875037799902,0.0408152936549035,4.67655676849383,2.91731866216704e-06,1.03168046505511e-05,"IARS2",55699,"UP"
"ENSG00000047849",2808.37678089358,0.248228342230337,0.0257630840459764,9.63503988060407,5.68699129650078e-22,8.01286030975414e-21,"MAP4",4134,"UP"
"ENSG00000006194",206.743712808327,-0.340089291336041,0.0847416000419286,-4.01325076665736,5.98882315113673e-05,0.000174043145894111,"ZNF263",10127,"DOWN"
