"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","fc_direction"
"ENSG00000137992",387.871530050282,0.408031534696596,0.0649061308392618,6.28648679902172,3.24730615643509e-10,1.86547374944143e-09,"DBT",1629,"UP"
"ENSG00000221978",378.771719519306,-0.407542654332763,0.0650598943677346,-6.26411490970507,3.74948917135239e-10,2.14864606512346e-09,"CCNL2",81669,"DOWN"
"ENSG00000099622",594.692463295612,-0.340079653674675,0.0542945863617073,-6.26360152021575,3.76186047594646e-10,2.15467193516223e-09,"CIRBP",1153,"DOWN"
"ENSG00000132313",605.180568628581,-0.356458339899249,0.0569141721156227,-6.26308574207306,3.77432946539961e-10,2.16074778566516e-09,"MRPL35",51318,"DOWN"
"ENSG00000157557",82.5642078863104,-1.16643502937793,0.186303177720168,-6.26095079886367,3.82637247431158e-10,2.18577063775318e-09,"ETS2",2114,"DOWN"
"ENSG00000109738",159.055995137647,0.656633240190675,0.104882018745886,6.26068460582935,3.83291031537652e-10,2.18781164019279e-09,"GLRB",2743,"UP"
"ENSG00000154059",337.311623943931,0.458351754355437,0.0733856505619568,6.24579534071811,4.21648982242855e-10,2.39967876658801e-09,"IMPACT",55364,"UP"
"ENSG00000116711",112.727678344564,-0.849714415599635,0.136258600345426,-6.23604244756327,4.4877937315349e-10,2.54534856976649e-09,"PLA2G4A",5321,"DOWN"
"ENSG00000196227",299.581742137571,0.46252913235107,0.0744276184206537,6.21448250213953,5.1494071621218e-10,2.88954166999681e-09,"FAM217B",63939,"UP"
"ENSG00000087338",200.393653027441,0.539912476317425,0.0870245572767321,6.20413930519107,5.49970544630231e-10,3.08312796869e-09,"GMCL1",64395,"UP"
"ENSG00000153989",815.908643105583,0.277997276938484,0.0448174369777177,6.20288208530753,5.54383776721005e-10,3.10636855585467e-09,"NUS1",116150,"UP"
"ENSG00000008282",684.060153945067,0.297779947316628,0.0480130846028135,6.20205824683003,5.57294427445148e-10,3.12117139538744e-09,"SYPL1",6856,"UP"
"ENSG00000132300",668.875402073078,-0.325965449594788,0.0525750967682954,-6.19999713992645,5.64641868207437e-10,3.16079657178801e-09,"PTCD3",55037,"DOWN"
"ENSG00000167930",188.410740197748,0.626907452546714,0.101173413357107,6.19636554451267,5.77818449770768e-10,3.22677835586273e-09,"FAM234A",83986,"UP"
"ENSG00000178996",256.864749544198,0.479854682444959,0.0774682627519673,6.19420993060507,5.85781102526583e-10,3.26810120150583e-09,"SNX18",112574,"UP"
"ENSG00000123575",797.320591860008,0.294073409819075,0.0474967789961994,6.19143899931838,5.96174102239225e-10,3.31970327433928e-09,"FAM199X",139231,"UP"
"ENSG00000131069",328.833568428192,0.43611198434197,0.0704526475108949,6.19014330546668,6.01095417840972e-10,3.34009452073914e-09,"ACSS2",55902,"UP"
"ENSG00000146223",1369.19248978238,-0.225351205084754,0.0364246444594007,-6.18677844161066,6.1406174257365e-10,3.40461166727798e-09,"RPL7L1",285855,"DOWN"
"ENSG00000261150",78.6815350435761,1.39937469179433,0.228224149095242,6.1315802790455,8.70104092442247e-10,4.76955076168767e-09,"EPPK1",83481,"UP"
"ENSG00000115226",110.594018533292,0.725919986492671,0.118415526819636,6.13027705056241,8.77261719871394e-10,4.80198423748556e-09,"FNDC4",64838,"UP"
"ENSG00000164091",762.080266618093,-0.288152041170492,0.0470599044525841,-6.12309022983299,9.17776862383805e-10,5.00958597662246e-09,"WDR82",80335,"DOWN"
"ENSG00000071243",161.89089190046,-0.661887344647482,0.10817019351286,-6.11894388973975,9.41975630402911e-10,5.13443054881587e-09,"ING3",54556,"DOWN"
"ENSG00000111647",543.028148614006,-0.378166782757489,0.0618178614339435,-6.11743554347291,9.50932036997974e-10,5.18081696365391e-09,"UHRF1BP1L",23074,"DOWN"
"ENSG00000149311",395.885487351636,0.407930566105073,0.0667380555974006,6.11241311203202,9.813574171541e-10,5.34156568830713e-09,"ATM",472,"UP"
"ENSG00000102316",647.558431831221,0.305107742151246,0.0499918435041522,6.1031504494509,1.03997863255273e-09,5.6342286159296e-09,"MAGED2",10916,"UP"
"ENSG00000100983",702.582024856045,0.312355999104015,0.0511874514731037,6.10219868570994,1.04619209914179e-09,5.66524732790866e-09,"GSS",2937,"UP"
"ENSG00000168038",441.461810055103,0.370628459993942,0.0607714577089898,6.09872584871559,1.0691725659109e-09,5.78429333188517e-09,"ULK4",54986,"UP"
"ENSG00000076248",298.806016571309,-0.477967713618445,0.0784033144723937,-6.09626923089764,1.08572496400195e-09,5.8711070480031e-09,"UNG",7374,"DOWN"
"ENSG00000175215",527.907586403463,0.318235258322701,0.0523615589805775,6.07765056118257,1.21956155404039e-09,6.57035250227791e-09,"CTDSP2",10106,"UP"
"ENSG00000259330",99.0332145688088,0.790610736212852,0.130103713207084,6.07677303532796,1.22625129502546e-09,6.60332909798033e-09,"INAFM2",100505573,"UP"
"ENSG00000204923",49.7357236320701,1.14118136161371,0.188032715064163,6.06905751068,1.28663069641101e-09,6.90924254640696e-09,"FBXO48",554251,"UP"
"ENSG00000067167",1465.56585593789,0.215475005849942,0.0355297582512725,6.06463473030314,1.32253873856984e-09,7.08895418042283e-09,"TRAM1",23471,"UP"
"ENSG00000135930",284.19450204306,-0.482250291232884,0.0796544476008751,-6.05427952559909,1.410475064178e-09,7.5394178154266e-09,"EIF4E2",9470,"DOWN"
"ENSG00000151923",652.976110430284,-0.313940733336397,0.0518614360961935,-6.05345237170244,1.41774003679216e-09,7.57476384130554e-09,"TIAL1",7073,"DOWN"
"ENSG00000127080",194.550663537336,-0.581309249031948,0.0960820452427243,-6.05013400332428,1.44725400490752e-09,7.72889558278577e-09,"IPPK",64768,"DOWN"
"ENSG00000182287",500.2520647487,0.356094592552587,0.0590189111681534,6.0335676396676,1.60378814274305e-09,8.51783181026846e-09,"AP1S2",8905,"UP"
"ENSG00000131507",784.49632977005,0.280849985525767,0.0466040992071347,6.02629361587943,1.67762295772996e-09,8.88558510002046e-09,"NDFIP1",80762,"UP"
"ENSG00000159788",272.588581615826,-0.507842447667369,0.0843932580893129,-6.01757129852627,1.77053339230709e-09,9.3520894834783e-09,"RGS12",6002,"DOWN"
"ENSG00000035681",940.210086460669,0.257514205258509,0.0428333091025874,6.01200819301056,1.83239059220547e-09,9.67002489795706e-09,"NSMAF",8439,"UP"
"ENSG00000141627",485.710330915656,0.34496191026102,0.0574462693172429,6.00494887415564,1.91392203867951e-09,1.00773854281493e-08,"DYM",54808,"UP"
"ENSG00000143621",1480.90994244014,-0.21065462001512,0.0351207658658819,-5.99800758387677,1.99753194361536e-09,1.05040106433687e-08,"ILF2",3608,"DOWN"
"ENSG00000081320",935.068780270678,-0.280043206263151,0.046689454121512,-5.9979970109379,1.99766197248562e-09,1.05040106433687e-08,"STK17B",9262,"DOWN"
"ENSG00000167881",486.424969496373,-0.358021540367175,0.0596915889796216,-5.99785575300068,1.99939999217199e-09,1.05083901806776e-08,"SRP68",6730,"DOWN"
"ENSG00000155366",1372.83375305334,0.222575136433203,0.0374102386621771,5.94957809393056,2.6883455216981e-09,1.40025533902714e-08,"RHOC",389,"UP"
"ENSG00000196535",766.412498515693,-0.282745053310275,0.0475420095942285,-5.94726760024463,2.72655471568828e-09,1.41952019054444e-08,"MYO18A",399687,"DOWN"
"ENSG00000147231",180.411157458791,0.56047909455587,0.0942535316912206,5.9465049690873,2.73928223214826e-09,1.42550724855407e-08,"RADX",55086,"UP"
"ENSG00000144681",566.093163313512,0.319227660249129,0.053748189563459,5.93931931181098,2.86207927753576e-09,1.48741004530842e-08,"STAC",6769,"UP"
"ENSG00000132640",152.233776180377,0.600976284956732,0.101191290727094,5.93901195091507,2.86744965262827e-09,1.48953424908341e-08,"BTBD3",22903,"UP"
"ENSG00000174482",164.40961965846,0.593266383066969,0.0999286820508003,5.93689790450127,2.90465417581163e-09,1.50751162186737e-08,"LINGO2",158038,"UP"
"ENSG00000164509",652.373907371084,0.297457226484328,0.050180822583853,5.92770726281483,3.0719349371765e-09,1.5900652973972e-08,"IL31RA",133396,"UP"
"ENSG00000158941",482.944681261438,-0.367500443643404,0.0621145360542549,-5.91649663651041,3.2887119530789e-09,1.69772991441734e-08,"CCAR2",57805,"DOWN"
"ENSG00000117862",78.0620195532467,0.82466981037281,0.139528838255723,5.91038971356866,3.41299296328927e-09,1.76032200372228e-08,"TXNDC12",51060,"UP"
"ENSG00000204463",640.525645740984,0.297247369019874,0.0503787032859066,5.9002584352549,3.62932634149988e-09,1.86362135448092e-08,"BAG6",7917,"UP"
"ENSG00000078674",1851.07679061286,0.181797284920468,0.0308619977675953,5.89065187190677,3.84675158756459e-09,1.97264955528378e-08,"PCM1",5108,"UP"
"ENSG00000196754",72.3432137149533,-1.02378976128102,0.173886989570748,-5.88767315949467,3.9167071696487e-09,2.00498105112969e-08,"S100A2",6273,"DOWN"
"ENSG00000076641",695.13619100394,0.294915161217244,0.0502699397817622,5.86663048528732,4.44740294255828e-09,2.2626795864637e-08,"PAG1",55824,"UP"
"ENSG00000165280",4203.3493166702,-0.127977953307267,0.0218923751804345,-5.84577745687653,5.0420775468197e-09,2.54847715797025e-08,"VCP",7415,"DOWN"
"ENSG00000088205",694.103042926868,-0.288404467114135,0.0493493202140704,-5.84414265207864,5.09183810001561e-09,2.57138931453594e-08,"DDX18",8886,"DOWN"
"ENSG00000132153",963.725138759751,-0.263913905467132,0.0451803634140781,-5.8413409172556,5.17823124623359e-09,2.61274510077236e-08,"DHX30",22907,"DOWN"
"ENSG00000110583",214.336798676821,-0.520309345281623,0.0893112106575574,-5.82580105510635,5.68392945165915e-09,2.85425696080288e-08,"NAA40",79829,"DOWN"
"ENSG00000107798",641.321953270783,0.307033371149827,0.0527531273278885,5.82019278670348,5.87797890654288e-09,2.94533168342524e-08,"LIPA",3988,"UP"
"ENSG00000169696",158.910770642059,-0.622307768367525,0.107145470121091,-5.80806419220729,6.31992872402323e-09,3.15724494345567e-08,"ASPSCR1",79058,"DOWN"
"ENSG00000160124",186.926950361919,-0.570425021311899,0.0982387409469117,-5.80651803772768,6.37854037882736e-09,3.1851550020725e-08,"CCDC58",131076,"DOWN"
"ENSG00000126858",358.308914128284,0.388045041431549,0.0670431832076764,5.78798653144975,7.12351214762407e-09,3.54800411985909e-08,"RHOT1",55288,"UP"
"ENSG00000174238",556.885803512362,0.314097399846266,0.0542765680040893,5.78697974828845,7.16632145618675e-09,3.56525717876389e-08,"PITPNA",5306,"UP"
"ENSG00000135378",89.399072277621,-0.911375586390816,0.157520089923886,-5.78577365484742,7.21793506437409e-09,3.58733844594962e-08,"PRRG4",79056,"DOWN"
"ENSG00000141258",165.255075965669,-0.59929237920695,0.103767415796445,-5.77534262183563,7.67966517594914e-09,3.81029541422092e-08,"SGSM2",9905,"DOWN"
"ENSG00000111364",253.678440763065,-0.486223486877277,0.0842497628900285,-5.77121489958312,7.8702027385491e-09,3.90149674613813e-08,"DDX55",57696,"DOWN"
"ENSG00000227051",730.651809987137,-0.287835272419207,0.0499314450464181,-5.76460929884213,8.18472222835673e-09,4.05222281753611e-08,"C14orf132",56967,"DOWN"
"ENSG00000132275",238.952230434475,-0.52120074902872,0.0904293400623771,-5.76362437975553,8.23265303925917e-09,4.07421576239552e-08,"RRP8",23378,"DOWN"
"ENSG00000112144",125.081936613242,0.628351122454808,0.109127632434156,5.75794698775248,8.51430829829392e-09,4.21001360064703e-08,"ICK",22858,"UP"
"ENSG00000113240",190.162039890744,-0.54894271679632,0.0954200191195653,-5.75290931464258,8.77205469495462e-09,4.32824288178594e-08,"CLK4",57396,"DOWN"
"ENSG00000103653",288.637240878144,-0.448847346200622,0.0780588541555399,-5.75011446243177,8.91830501173814e-09,4.39853530952761e-08,"CSK",1445,"DOWN"
"ENSG00000173614",117.992430026834,0.675366318735661,0.117459285591032,5.74979079208045,8.93539456405361e-09,4.40322287303321e-08,"NMNAT1",64802,"UP"
"ENSG00000151067",1568.58234403999,-0.19382100367983,0.0337812988389449,-5.73752372885031,9.60708231238077e-09,4.71620404425965e-08,"CACNA1C",775,"DOWN"
"ENSG00000180611",147.845341036303,-0.649086007295976,0.113191051648796,-5.73442863054167,9.78416123435704e-09,4.79704864572995e-08,"MB21D2",151963,"DOWN"
"ENSG00000040933",483.572996687518,0.32748497944922,0.0571356056508823,5.73171450129125,9.94205156145322e-09,4.87240264366703e-08,"INPP4A",3631,"UP"
"ENSG00000145191",378.921202380274,-0.39285343748237,0.0685421396357606,-5.73156075328302,9.95106935100659e-09,4.87476435296146e-08,"EIF2B5",8893,"DOWN"
"ENSG00000180185",193.466937553504,-0.551223917822486,0.0961770955352263,-5.73134294350355,9.96385816949657e-09,4.87897061779229e-08,"FAHD1",81889,"DOWN"
"ENSG00000135090",614.986741872137,0.297059389290276,0.0518372977795739,5.73061100818666,1.00069512962565e-08,4.89800609399401e-08,"TAOK3",51347,"UP"
"ENSG00000158545",328.84535038161,-0.412301325510843,0.0722611800952362,-5.70570982881062,1.1585923080399e-08,5.63049673350492e-08,"ZC3H18",124245,"DOWN"
"ENSG00000154719",342.709741506252,-0.41958280596996,0.0736664543184307,-5.69571061688772,1.22859112688836e-08,5.95820508904504e-08,"MRPL39",54148,"DOWN"
"ENSG00000106013",81.401914186549,0.810291403842454,0.142322701930249,5.69333910088055,1.24578614140027e-08,6.03403300027414e-08,"ANKRD7",56311,"UP"
"ENSG00000105662",190.714854080215,-0.529008168868038,0.092945365357764,-5.69160352247568,1.25851815080522e-08,6.08554591039093e-08,"CRTC1",23373,"DOWN"
"ENSG00000068724",259.026289996081,-0.458718833332113,0.0806180308356465,-5.69002775901695,1.27018721437402e-08,6.13430680485956e-08,"TTC7A",57217,"DOWN"
"ENSG00000136521",558.274513213777,0.318114725407361,0.0559306898556118,5.68765960564034,1.28792214159342e-08,6.21478639397326e-08,"NDUFB5",4711,"UP"
"ENSG00000143951",357.402094344471,0.372640198325505,0.0657902601338035,5.66406330614338,1.47829826453929e-08,7.08923703069028e-08,"WDPCP",51057,"UP"
"ENSG00000112697",955.070395299245,0.241468636279477,0.0426757899688474,5.65821128222219,1.5295876353335e-08,7.32611899596615e-08,"TMEM30A",55754,"UP"
"ENSG00000163001",410.73690100031,0.358961309257759,0.0634931819683575,5.65354102802174,1.57175571444965e-08,7.52498302876717e-08,"CFAP36",112942,"UP"
"ENSG00000008283",181.039866961326,-0.560221106537056,0.0991569537762351,-5.64984184368241,1.60595522513569e-08,7.67921753040582e-08,"CYB561",1534,"DOWN"
"ENSG00000166130",258.864363870136,-0.468661823648202,0.0831388115517444,-5.63710034941398,1.72937347325929e-08,8.25237403392536e-08,"IKBIP",121457,"DOWN"
"ENSG00000196937",714.57754732996,0.288721452713045,0.0512382724221521,5.63487875497186,1.75181541835835e-08,8.35602999471669e-08,"FAM3C",10447,"UP"
"ENSG00000156735",390.293694017733,0.366939825479776,0.0651344181176841,5.63357800812458,1.76508620900944e-08,8.41241826215088e-08,"BAG4",9530,"UP"
"ENSG00000140153",358.479983221931,-0.39314675041395,0.0699201245037563,-5.62279820300991,1.87888839469178e-08,8.92914214587458e-08,"WDR20",91833,"DOWN"
"ENSG00000133103",484.046450120901,0.327227206080567,0.0582581750306625,5.61684614920294,1.94474437401923e-08,9.21570701320947e-08,"COG6",57511,"UP"
"ENSG00000006607",465.733762321769,-0.348805644196269,0.0623003081972236,-5.59877879082167,2.15867034618895e-08,1.01672059712997e-07,"FARP2",9855,"DOWN"
"ENSG00000011275",692.323959683665,0.266272563788633,0.0475655681538029,5.59801079065518,2.16825259870675e-08,1.02081965413566e-07,"RNF216",54476,"UP"
"ENSG00000135333",66.330680607108,1.05197045740254,0.187999696639429,5.59559656854208,2.19864425693801e-08,1.03428929590965e-07,"EPHA7",2045,"UP"
"ENSG00000165185",181.57298096472,0.512280701993478,0.0916284316356204,5.59084874475064,2.25962355044013e-08,1.06125523546157e-07,"KIAA1958",158405,"UP"
"ENSG00000153487",168.775336051436,0.544139346965002,0.0973611925423912,5.58887306899084,2.28547928272303e-08,1.07209755444098e-07,"ING1",3621,"UP"
"ENSG00000171365",251.056237724481,0.44003411274934,0.0787399763502119,5.58844608731148,2.29110482590206e-08,1.07430238403566e-07,"CLCN5",1184,"UP"
"ENSG00000067715",233.566893161808,0.476257816210695,0.0856682525391329,5.55932684623329,2.70817122161827e-08,1.26070039627057e-07,"SYT1",6857,"UP"
"ENSG00000176209",190.340567295746,0.538762763623747,0.0969378644989863,5.55781547704077,2.73171947255179e-08,1.27064355273743e-07,"SMIM19",114926,"UP"
"ENSG00000154493",122.078447884826,-0.71983063195994,0.129594243015321,-5.5544954406257,2.78414780391875e-08,1.29347563039203e-07,"C10orf90",118611,"DOWN"
"ENSG00000144857",72.17270389864,-0.942345089795309,0.170176011559597,-5.53747312067713,3.068667715022e-08,1.4222447972617e-07,"BOC",91653,"DOWN"
"ENSG00000077312",232.099842578798,-0.496636326307107,0.089790080122308,-5.5310823381671,3.18260880233891e-08,1.47152880108143e-07,"SNRPA",6626,"DOWN"
"ENSG00000136807",222.41596276344,0.453209771970168,0.0821055778055024,5.51984145393586,3.39305663339292e-08,1.56509286903821e-07,"CDK9",1025,"UP"
"ENSG00000188130",101.799616977381,-0.729916555525739,0.132341312358947,-5.51540968209535,3.47968410598637e-08,1.60314017740086e-07,"MAPK12",6300,"DOWN"
"ENSG00000169241",166.705226431557,0.542503226803636,0.098483099830813,5.5085921110893,3.61714955450157e-08,1.66185620608481e-07,"SLC50A1",55974,"UP"
"ENSG00000132323",230.402923564953,-0.487569586329207,0.0885809296216373,-5.50422747211845,3.7079054780055e-08,1.70134202114254e-07,"ILKAP",80895,"DOWN"
"ENSG00000079432",694.563425581718,-0.272534501263355,0.0495554474279014,-5.49958713741548,3.8068154592102e-08,1.74072971569242e-07,"CIC",23152,"DOWN"
"ENSG00000177485",358.441986040088,0.392548591886586,0.0714057103625947,5.4974397690779,3.85344867039463e-08,1.75859037198434e-07,"ZBTB33",10009,"UP"
"ENSG00000136999",104.703668737987,-0.740417717269122,0.134697533497384,-5.49689142810846,3.86544519473676e-08,1.76337205150859e-07,"CCN3",4856,"DOWN"
"ENSG00000111843",494.094345895644,0.311307307147047,0.0567404845351819,5.48651125730202,4.09949309810709e-08,1.86355187427656e-07,"TMEM14C",51522,"UP"
"ENSG00000176915",1259.93991425749,-0.206946481279841,0.0378003453706359,-5.47472461562749,4.38192509799146e-08,1.98494539163796e-07,"ANKLE2",23141,"DOWN"
"ENSG00000099957",110.05901081393,-0.739720922001328,0.135271384944031,-5.46842129477264,4.54061604955338e-08,2.05362494488955e-07,"P2RX6",9127,"DOWN"
"ENSG00000060339",850.634555153468,-0.245079771464978,0.0448536493461766,-5.4639873240519,4.65556794955629e-08,2.10200213794729e-07,"CCAR1",55749,"DOWN"
"ENSG00000066777",1223.04589858673,0.19849982966553,0.0363550177581605,5.46003940875461,4.7602890652541e-08,2.14462382800156e-07,"ARFGEF1",10565,"UP"
"ENSG00000177542",298.834157602837,-0.427116909374578,0.0782995976906046,-5.45490554194545,4.89988851253582e-08,2.20324189119059e-07,"SLC25A22",79751,"DOWN"
"ENSG00000197323",1075.9687981099,0.224079212297224,0.0411190387567225,5.44952457723953,5.0504643998426e-08,2.2674358732472e-07,"TRIM33",51592,"UP"
"ENSG00000104899",47.6416788964265,-1.06396398272189,0.195438246170709,-5.44399063933758,5.20999590213208e-08,2.33454467092835e-07,"AMH",268,"DOWN"
"ENSG00000150627",233.382113869478,0.460337497461477,0.0846205444990233,5.44002050786604,5.32744382940241e-08,2.38349221038004e-07,"WDR17",116966,"UP"
"ENSG00000225697",219.950578149213,-0.50004054617245,0.0920108248028017,-5.4345838899297,5.49244525806752e-08,2.45070289954512e-07,"SLC26A6",65010,"DOWN"
"ENSG00000165458",463.397558576764,0.308324958764419,0.0567597717783246,5.43210356744531,5.56935813023917e-08,2.4831124382518e-07,"INPPL1",3636,"UP"
"ENSG00000138439",88.5266211111052,0.709178132784591,0.130578223028841,5.431059761228,5.60203687481767e-08,2.49545093823838e-07,"FAM117B",150864,"UP"
"ENSG00000180902",124.087935071739,-0.684391164779515,0.126208821739461,-5.42268880532249,5.87091502372363e-08,2.61154495882879e-07,"D2HGDH",728294,"DOWN"
"ENSG00000111077",120.386451651914,-0.700969353869078,0.129340598558199,-5.41956169743303,5.97453291836186e-08,2.656619195028e-07,"TNS2",23371,"DOWN"
"ENSG00000123505",1533.90353988408,0.192133893223575,0.0355220362224832,5.40886485279711,6.34254673597392e-08,2.80842744487633e-07,"AMD1",262,"UP"
"ENSG00000196705",130.03516392175,-0.62245508099309,0.11509909742496,-5.40799272035044,6.37350145124282e-08,2.819982921072e-07,"ZNF431",170959,"DOWN"
"ENSG00000166012",448.586534954959,-0.342018778981189,0.0632707196272605,-5.40564072917275,6.45771237346711e-08,2.85615392975059e-07,"TAF1D",79101,"DOWN"
"ENSG00000162614",51.8354837911801,-1.12204072438389,0.20774252271832,-5.40111244295071,6.62288939673181e-08,2.92697928801128e-07,"NEXN",91624,"DOWN"
"ENSG00000178700",63.4255246548195,0.857647380005045,0.159117849319029,5.39001365136275,7.04523317119564e-08,3.10065038353228e-07,"DHFR2",200895,"UP"
"ENSG00000120526",391.310819400287,-0.373199587367411,0.0693100981293831,-5.38449082370002,7.26500099797687e-08,3.19373955268881e-07,"NUDCD1",84955,"DOWN"
"ENSG00000107223",732.031300167842,0.261548858530199,0.0486159203842494,5.37990140807734,7.45266424586316e-08,3.27375830096372e-07,"EDF1",8721,"UP"
"ENSG00000163931",1752.90554081711,-0.195279022352872,0.0363111694199981,-5.37793261610914,7.53460036687768e-08,3.30724802493194e-07,"TKT",7086,"DOWN"
"ENSG00000100991",1465.50570815711,-0.193868563965426,0.0360955836098067,-5.37097740435907,7.8311022405939e-08,3.43090932125642e-07,"TRPC4AP",26133,"DOWN"
"ENSG00000082014",89.7800746873954,-0.759233192426323,0.141368284892593,-5.370604821323,7.84730036751005e-08,3.43670906325129e-07,"SMARCD3",6604,"DOWN"
"ENSG00000197217",925.084633064054,0.233798345395759,0.043688905563122,5.35143516145,8.72594034911095e-08,3.79573501135924e-07,"ENTPD4",9583,"UP"
"ENSG00000137764",382.477228244944,0.345428211170777,0.0645627341025212,5.35027235095497,8.78219636042704e-08,3.81877527133176e-07,"MAP2K5",5607,"UP"
"ENSG00000164751",311.539765106746,0.389212897164231,0.0727578958439319,5.34942486515973,8.82341823091854e-08,3.83239377706563e-07,"PEX2",5828,"UP"
"ENSG00000038274",444.557497159977,0.313298562839284,0.0587025025304932,5.33705633207954,9.44676971480078e-08,4.09089878361943e-07,"MAT2B",27430,"UP"
"ENSG00000144451",360.764678018375,0.385714045129113,0.0723446623726337,5.33161718472571,9.73419737750023e-08,4.20439105479084e-07,"SPAG16",79582,"UP"
"ENSG00000159322",679.380993510565,-0.280971136300718,0.0527185776014972,-5.32964182805908,9.84066461984308e-08,4.24563791290889e-07,"ADPGK",83440,"DOWN"
"ENSG00000153815",432.464127767341,-0.331036446930006,0.0622048656568367,-5.32171307556907,1.02794614968949e-07,4.42180614964615e-07,"CMIP",80790,"DOWN"
"ENSG00000157551",80.474784207952,-0.941594893328087,0.177030581954051,-5.31882617644267,1.04438853207349e-07,4.48754657933873e-07,"KCNJ15",3772,"DOWN"
"ENSG00000134419",718.899044383779,-0.286762375411671,0.0540190611829239,-5.3085405249938,1.10506517541765e-07,4.73249969996269e-07,"RPS15A",6210,"DOWN"
"ENSG00000122678",102.17472998868,-0.732474684532984,0.137988304495703,-5.30823744236812,1.10690387354672e-07,4.73862609582499e-07,"POLM",27434,"DOWN"
"ENSG00000124782",298.909846130964,-0.395613386782486,0.0745504643744059,-5.30665221340062,1.11656925615086e-07,4.77472157050149e-07,"RREB1",6239,"DOWN"
"ENSG00000188026",166.4413944263,-0.531241852581632,0.100369403363225,-5.29286649895818,1.2041382544953e-07,5.12840980729655e-07,"RILPL1",353116,"DOWN"
"ENSG00000189079",618.72631189578,0.269131126734683,0.0509408616405992,5.28320719491304,1.2694168288401e-07,5.3886396280927e-07,"ARID2",196528,"UP"
"ENSG00000101680",211.262264280651,-0.507781195927345,0.0961765861733012,-5.27967581436475,1.29412650646733e-07,5.48951725980478e-07,"LAMA1",284217,"DOWN"
"ENSG00000128513",599.816589511526,0.270779633995385,0.051288760151685,5.27951218151038,1.29528268232316e-07,5.49241488012122e-07,"POT1",25913,"UP"
"ENSG00000116198",176.653718427163,0.466700304644725,0.0887241761495139,5.2601255362266,1.43957085948213e-07,6.05997740340375e-07,"CEP104",9731,"UP"
"ENSG00000165521",65.9747703328441,0.790796982146055,0.150377392244217,5.25874914004214,1.45038586390999e-07,6.10329100398513e-07,"EML5",161436,"UP"
"ENSG00000183605",155.453652329981,-0.573446812000432,0.109406256727474,-5.24144440321053,1.59324483456513e-07,6.68264903515216e-07,"SFXN4",119559,"DOWN"
"ENSG00000110651",624.842247357332,0.281569370336853,0.0537484274823024,5.23865317603133,1.61752691327733e-07,6.77226378043629e-07,"CD81",975,"UP"
"ENSG00000183741",1156.86043452334,0.197641278284386,0.0377305487385057,5.23822962804367,1.62124266823179e-07,6.78537396473363e-07,"CBX6",23466,"UP"
"ENSG00000168904",203.163455276469,0.464912973911868,0.088958603817185,5.22617210660467,1.73055287363656e-07,7.21685303984211e-07,"LRRC28",123355,"UP"
"ENSG00000081154",957.830392997561,0.225335222884611,0.0431621590773953,5.22066615065654,1.78280675685592e-07,7.42676227021789e-07,"PCNP",57092,"UP"
"ENSG00000123607",265.449964847362,0.417289389878395,0.0799425459490253,5.21986615418123,1.79052485276806e-07,7.45623871615393e-07,"TTC21B",79809,"UP"
"ENSG00000160679",284.752508529685,-0.405833290335819,0.0777660391140874,-5.21864421743838,1.8023760711304e-07,7.50289931366941e-07,"CHTOP",26097,"DOWN"
"ENSG00000183287",215.235974766578,-0.505361932301266,0.0969835494161094,-5.21080054652365,1.880275111654e-07,7.80478871873541e-07,"CCBE1",147372,"DOWN"
"ENSG00000035687",399.043155629262,-0.351291434179369,0.0674597901119311,-5.20741961391367,1.91484746835228e-07,7.94545357668689e-07,"ADSS",159,"DOWN"
"ENSG00000077157",377.794396136027,0.335294263972602,0.0644231640295196,5.20456064248825,1.94456117668145e-07,8.06010541280671e-07,"PPP1R12B",4660,"UP"
"ENSG00000040341",504.67347019692,0.298472480991928,0.0573612536079085,5.20338141547829,1.95694644492871e-07,8.09987459023969e-07,"STAU2",27067,"UP"
"ENSG00000158604",651.663776383215,0.272785633511112,0.0525781451795896,5.18819430733752,2.12342979159374e-07,8.74530680397422e-07,"TMED4",222068,"UP"
"ENSG00000185049",194.989039629914,-0.482565096728667,0.0930454186794516,-5.18633914036262,2.14468101969659e-07,8.82969738960193e-07,"NELFA",7469,"DOWN"
"ENSG00000052126",380.520298521071,0.345531636208774,0.0666530844901715,5.18403069943035,2.17141167631816e-07,8.93024780802473e-07,"PLEKHA5",54477,"UP"
"ENSG00000184432",1643.83573420191,0.171333472165626,0.0330751986030406,5.1801192253423,2.21744127454931e-07,9.11309493717435e-07,"COPB2",9276,"UP"
"ENSG00000135521",62.9538465384366,-0.918875957926821,0.177602580314936,-5.17377594569523,2.29409899561844e-07,9.40483380619002e-07,"LTV1",84946,"DOWN"
"ENSG00000109265",136.622479520947,0.589231153818151,0.113923684518729,5.17215674955879,2.31407329686229e-07,9.48002504466169e-07,"KIAA1211",57482,"UP"
"ENSG00000168228",344.925925560498,-0.368479275551198,0.0713166853668321,-5.16680316332495,2.3813181288389e-07,9.73832457760467e-07,"ZCCHC4",29063,"DOWN"
"ENSG00000111670",708.214495288068,0.244525071440388,0.0474361278795799,5.15482781522835,2.53864087756806e-07,1.03632004004786e-06,"GNPTAB",79158,"UP"
