Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
SRR2443214	2969.0	122554.0	608268.0	1272440.0	1137114.0	1128890.0	1042344.0	1001214.0	984815.0	952245.0	974518.0	985979.0	911610.0	865275.0	809866.0	764479.0	715809.0	640757.0	588933.0	613735.0	580908.0	552820.0	593065.0	544271.0	616306.0	567315.0	545212.0	593102.0	532421.0	518613.0	530152.0	534179.0	566953.0	701447.0	2775308.0	83058525.0
SRR2443215	2346.0	104277.0	470453.0	1182257.0	955133.0	849946.0	985663.0	682778.0	719279.0	708834.0	629124.0	599535.0	587309.0	611811.0	582517.0	474924.0	488004.0	425238.0	396216.0	403398.0	400673.0	473548.0	427697.0	385606.0	364752.0	362946.0	360154.0	439624.0	459985.0	392278.0	395155.0	388527.0	393615.0	474159.0	1704105.0	84502148.0
SRR2443216	2169.0	90333.0	403615.0	945693.0	840699.0	828696.0	794305.0	755336.0	738411.0	736381.0	747753.0	738222.0	713302.0	717446.0	694414.0	674082.0	688731.0	646570.0	648536.0	634959.0	639190.0	611170.0	542978.0	498835.0	464657.0	456855.0	467311.0	477946.0	482512.0	466894.0	482969.0	481559.0	483557.0	549316.0	1688854.0	78180155.0
SRR2443217	2001.0	80963.0	357885.0	851574.0	751163.0	734180.0	705778.0	668323.0	651099.0	647371.0	660034.0	653480.0	622586.0	636949.0	609822.0	592440.0	614126.0	566436.0	568703.0	558963.0	567546.0	532957.0	476551.0	434427.0	406056.0	400463.0	406236.0	417316.0	414472.0	404709.0	418028.0	419674.0	428389.0	473004.0	1481257.0	67577663.0
SRR2443218	1791.0	77200.0	380976.0	850040.0	775404.0	746220.0	862329.0	702633.0	722383.0	721903.0	752281.0	743586.0	712395.0	708547.0	692057.0	675912.0	694947.0	577778.0	581557.0	534186.0	504656.0	458368.0	444195.0	429127.0	416635.0	441353.0	449852.0	446781.0	456206.0	451388.0	497062.0	761359.0	708391.0	800081.0	3034336.0	84443500.0
SRR2443219	1841.0	72269.0	310999.0	783401.0	697684.0	678734.0	715638.0	651365.0	654258.0	650672.0	647190.0	623963.0	605393.0	624135.0	552164.0	538844.0	588265.0	505916.0	551030.0	528956.0	594399.0	566072.0	567603.0	535911.0	447756.0	439560.0	673637.0	450142.0	446530.0	418914.0	412868.0	414588.0	482603.0	656116.0	2720839.0	82936823.0
SRR2443220	1405.0	60297.0	269876.0	627272.0	610525.0	567076.0	582185.0	557196.0	540756.0	542112.0	593922.0	579909.0	554628.0	548521.0	478054.0	453233.0	488282.0	411647.0	427603.0	436217.0	429173.0	417968.0	448273.0	392373.0	371801.0	414718.0	362308.0	386814.0	381863.0	366329.0	362957.0	391360.0	447496.0	471420.0	1725022.0	76877514.0
SRR2443221	2063.0	79255.0	361575.0	815328.0	759057.0	928946.0	704837.0	704746.0	689825.0	655953.0	735292.0	699990.0	691482.0	734548.0	885275.0	629414.0	788358.0	520759.0	517260.0	517689.0	435588.0	413615.0	457060.0	532300.0	402948.0	420930.0	399569.0	404965.0	405049.0	413282.0	607209.0	536126.0	546384.0	643652.0	2497932.0	81260354.0
SRR2443222	2263.0	96826.0	407080.0	982287.0	816870.0	782221.0	826256.0	759102.0	774097.0	733331.0	821369.0	758104.0	710134.0	676413.0	601980.0	543373.0	541326.0	491964.0	474941.0	454982.0	465449.0	444599.0	472931.0	456359.0	436329.0	452672.0	450395.0	455137.0	454173.0	435939.0	475192.0	451855.0	510411.0	639131.0	2737167.0	81133535.0
SRR2443223	2003.0	80220.0	364974.0	834611.0	746412.0	727456.0	746383.0	763911.0	780639.0	724292.0	722838.0	694765.0	650455.0	671575.0	662453.0	649873.0	605375.0	536167.0	531832.0	497748.0	525011.0	462750.0	437267.0	424329.0	407634.0	405642.0	394339.0	413067.0	411738.0	406245.0	421139.0	418491.0	476996.0	542801.0	2104999.0	97766952.0
SRR2443224	1599.0	61788.0	278870.0	651030.0	602314.0	613559.0	592596.0	574716.0	583135.0	556189.0	588316.0	582816.0	561644.0	596286.0	993301.0	592624.0	631663.0	564115.0	504816.0	489367.0	427158.0	369104.0	354589.0	329941.0	318694.0	322726.0	316986.0	325358.0	331326.0	345684.0	372826.0	545011.0	458289.0	547838.0	2060370.0	77803485.0
SRR2443225	2250.0	93576.0	392971.0	861541.0	802818.0	744089.0	741447.0	679954.0	677808.0	671872.0	694384.0	673328.0	646844.0	605643.0	568318.0	546060.0	529931.0	512226.0	428401.0	463705.0	438417.0	390391.0	411463.0	393926.0	381722.0	379259.0	376364.0	389985.0	375527.0	373308.0	393856.0	389287.0	429797.0	588681.0	2462905.0	82122614.0
SRR2443226	1911.0	74724.0	337782.0	809255.0	716484.0	697982.0	684737.0	656955.0	654850.0	645342.0	674451.0	660881.0	642538.0	630440.0	597363.0	582100.0	582897.0	556489.0	503648.0	495871.0	453840.0	396366.0	378275.0	364674.0	345549.0	351734.0	362135.0	360117.0	368363.0	361891.0	370868.0	373984.0	401047.0	518544.0	2202591.0	72722934.0
SRR2443227	1690.0	102886.0	333094.0	742371.0	640855.0	622118.0	627679.0	656412.0	671402.0	658797.0	661748.0	641692.0	589406.0	614346.0	586983.0	567696.0	626736.0	557944.0	534426.0	486819.0	494967.0	445583.0	469156.0	402909.0	377907.0	367752.0	375310.0	352230.0	386253.0	377269.0	393119.0	402192.0	409702.0	470490.0	1725421.0	94790123.0
SRR2443228	2647.0	115637.0	519851.0	1212465.0	1088142.0	1023446.0	1016005.0	941044.0	953423.0	949824.0	1007888.0	959485.0	947036.0	935347.0	843865.0	772524.0	726267.0	652540.0	580051.0	585210.0	570622.0	525008.0	558972.0	541083.0	531175.0	547085.0	518504.0	575559.0	538834.0	547296.0	557763.0	538562.0	602450.0	732603.0	2621551.0	83582931.0
SRR2443229	1983.0	80759.0	360122.0	843563.0	769633.0	735974.0	709726.0	776369.0	677654.0	732313.0	713152.0	701460.0	679176.0	675637.0	642006.0	572567.0	560904.0	462584.0	630031.0	451505.0	444323.0	424106.0	425590.0	408035.0	388463.0	413477.0	391975.0	484147.0	407506.0	412114.0	405665.0	413699.0	443437.0	568126.0	2438787.0	78237706.0
SRR2443230	2192.0	89410.0	403523.0	898749.0	812863.0	774592.0	769864.0	734488.0	722758.0	708610.0	728327.0	704062.0	693806.0	661924.0	659008.0	637409.0	634043.0	625177.0	615796.0	599529.0	647161.0	486350.0	493707.0	459212.0	435082.0	447519.0	454272.0	457589.0	453908.0	432856.0	395880.0	385605.0	372303.0	454194.0	1581849.0	73604280.0
SRR2443231	2114.0	83262.0	365649.0	850603.0	756885.0	741632.0	718640.0	691337.0	693568.0	662033.0	695992.0	679484.0	667709.0	664086.0	650284.0	622446.0	550854.0	544686.0	502136.0	480419.0	405836.0	380533.0	364357.0	352258.0	341763.0	344745.0	349839.0	356606.0	405610.0	353383.0	369698.0	367142.0	389060.0	498179.0	2216378.0	73161687.0
SRR2443232	1620.0	68635.0	290591.0	664070.0	596638.0	583154.0	584237.0	610338.0	654375.0	628906.0	624923.0	608008.0	586105.0	580854.0	572371.0	501060.0	443102.0	397848.0	367288.0	356259.0	339512.0	342414.0	337570.0	333485.0	334806.0	336286.0	335628.0	337769.0	342410.0	344745.0	356177.0	369219.0	398684.0	469816.0	1813531.0	91404152.0
SRR2443233	1650.0	65350.0	294584.0	676823.0	630866.0	616010.0	611183.0	598934.0	620772.0	600301.0	646301.0	635653.0	575593.0	534221.0	495769.0	467258.0	457606.0	446645.0	451289.0	462335.0	444681.0	435419.0	415631.0	453500.0	382233.0	383760.0	378597.0	382944.0	380801.0	376887.0	380256.0	390495.0	425036.0	488271.0	1835543.0	87067309.0
SRR2443234	2112.0	82111.0	352837.0	851992.0	726576.0	712276.0	717624.0	684327.0	696446.0	690940.0	715265.0	695455.0	695697.0	699342.0	637843.0	639838.0	596352.0	576443.0	568938.0	537746.0	560687.0	550677.0	561942.0	581976.0	509123.0	518858.0	947318.0	454869.0	499707.0	439026.0	414015.0	414991.0	475155.0	887643.0	2596573.0	87651130.0
SRR2443235	2190.0	90075.0	389699.0	926851.0	850411.0	823039.0	784588.0	769629.0	760169.0	761995.0	860759.0	824964.0	793361.0	840105.0	695697.0	623491.0	537134.0	476188.0	615742.0	513340.0	468750.0	479568.0	466208.0	453919.0	431335.0	437465.0	458668.0	467593.0	450531.0	447507.0	459726.0	466262.0	611116.0	617985.0	2574180.0	78765421.0
SRR2443236	1990.0	80540.0	357033.0	821495.0	738551.0	710518.0	704789.0	673030.0	678338.0	664447.0	709890.0	669604.0	669762.0	670599.0	684145.0	559648.0	540687.0	448919.0	411464.0	406527.0	395239.0	368181.0	387920.0	373891.0	372509.0	376729.0	379859.0	392804.0	385488.0	396231.0	530765.0	397780.0	434021.0	537401.0	2248392.0	74236883.0
SRR2443237	2437.0	107457.0	458897.0	1140381.0	946486.0	912930.0	957639.0	896491.0	910610.0	866341.0	972876.0	893838.0	840205.0	787264.0	710828.0	640371.0	621534.0	573652.0	562177.0	533410.0	526425.0	521862.0	542588.0	532563.0	517120.0	534290.0	532158.0	531395.0	539902.0	522776.0	564093.0	532673.0	593217.0	750598.0	3228127.0	95570619.0
SRR2443238	2007.0	80172.0	358644.0	830852.0	775449.0	788541.0	761548.0	749957.0	757196.0	725421.0	764412.0	760465.0	732278.0	774704.0	1257101.0	775204.0	807079.0	732974.0	661869.0	633677.0	556787.0	484765.0	466168.0	434348.0	421392.0	424887.0	419983.0	432315.0	441370.0	456561.0	494787.0	712063.0	600448.0	724604.0	2688490.0	94943904.0
SRR2443239	2543.0	101257.0	467517.0	1074542.0	988848.0	989242.0	838493.0	795493.0	799916.0	760052.0	796422.0	761944.0	718080.0	686722.0	757661.0	593442.0	609595.0	544570.0	510467.0	509530.0	515649.0	501123.0	507933.0	501037.0	501185.0	514452.0	508075.0	553244.0	543405.0	559827.0	592731.0	580620.0	666819.0	895076.0	4351151.0	68614176.0
SRR2443240	2279.0	104020.0	476249.0	1213396.0	979249.0	865019.0	984942.0	705192.0	733809.0	720111.0	643619.0	610175.0	602476.0	610558.0	590104.0	484153.0	482750.0	428633.0	402325.0	405899.0	393245.0	466847.0	431758.0	385763.0	376566.0	368238.0	367850.0	434656.0	460634.0	403344.0	401215.0	391574.0	388194.0	470655.0	1691611.0	84236520.0
SRR2443241	2463.0	95690.0	439839.0	1011293.0	962090.0	883948.0	803268.0	786800.0	759674.0	723784.0	776044.0	751957.0	658109.0	667503.0	757233.0	610840.0	629502.0	552867.0	529454.0	515530.0	508574.0	491763.0	502917.0	502560.0	614861.0	505000.0	514942.0	523011.0	516144.0	550363.0	591230.0	574612.0	640556.0	841188.0	4276671.0	71761361.0
SRR2443242	1879.0	73891.0	327844.0	773126.0	690962.0	664377.0	645261.0	615555.0	613320.0	610447.0	646333.0	625232.0	625640.0	645917.0	621349.0	616623.0	646230.0	613673.0	618943.0	922365.0	746599.0	584832.0	532781.0	467286.0	431386.0	397103.0	429485.0	565345.0	564718.0	7411075.0	398445.0	450661.0	422262.0	517037.0	1827782.0	75748234.0
SRR2443243	2201.0	111612.0	525411.0	1290865.0	1046525.0	929765.0	839731.0	753306.0	707454.0	689451.0	682815.0	637270.0	600296.0	590619.0	551815.0	483407.0	494981.0	433836.0	415567.0	412775.0	451471.0	395549.0	408225.0	385514.0	378314.0	369367.0	372209.0	377784.0	384416.0	395480.0	398756.0	386301.0	404737.0	482621.0	1757521.0	85043237.0
SRR2443244	2585.0	117824.0	540640.0	1399844.0	1117229.0	995353.0	1127674.0	785944.0	818518.0	808747.0	720556.0	686147.0	665605.0	698121.0	665595.0	540478.0	559062.0	476028.0	450946.0	458456.0	449139.0	526790.0	473673.0	424486.0	409126.0	408814.0	398892.0	482507.0	511590.0	434647.0	439576.0	430333.0	441869.0	521602.0	1890996.0	93188763.0
SRR2443245	2125.0	82001.0	383125.0	874552.0	819274.0	996960.0	748910.0	768060.0	751366.0	716163.0	802548.0	765806.0	754438.0	789463.0	956969.0	687223.0	831418.0	569711.0	564353.0	567619.0	464008.0	448840.0	489589.0	569357.0	442718.0	458342.0	440929.0	444954.0	448983.0	458458.0	665014.0	586713.0	599263.0	702395.0	2719691.0	87689545.0
SRR2443246	1678.0	63566.0	301060.0	688389.0	625056.0	599106.0	584462.0	570671.0	581045.0	557822.0	587486.0	594544.0	606721.0	614730.0	535361.0	492055.0	500360.0	462687.0	482739.0	477121.0	423129.0	380007.0	354306.0	342297.0	328251.0	343756.0	336854.0	357309.0	346068.0	354849.0	366327.0	483388.0	469151.0	584139.0	2298758.0	66620154.0
SRR2443247	1747.0	67455.0	292282.0	672517.0	601076.0	588893.0	582229.0	572137.0	573658.0	594967.0	608017.0	575161.0	539656.0	510300.0	483537.0	466333.0	499715.0	445636.0	451458.0	458646.0	495748.0	483761.0	489437.0	437062.0	421997.0	376085.0	505274.0	378134.0	381511.0	363886.0	362198.0	367259.0	418269.0	600531.0	2391690.0	80320093.0
SRR2443248	1838.0	123811.0	342087.0	859867.0	756443.0	688390.0	681906.0	714335.0	646531.0	641497.0	688042.0	653163.0	621994.0	652992.0	966730.0	591244.0	728555.0	690669.0	835907.0	553606.0	549442.0	513234.0	445688.0	446277.0	397298.0	384269.0	341032.0	472988.0	488490.0	388907.0	484238.0	387818.0	426283.0	528811.0	2497219.0	81120584.0
SRR2443249	2191.0	91211.0	480411.0	1092434.0	951310.0	917512.0	893889.0	854565.0	832893.0	843151.0	883346.0	891694.0	822469.0	914711.0	797841.0	694026.0	706863.0	600505.0	552767.0	583821.0	547370.0	537491.0	666279.0	611984.0	563453.0	610681.0	515580.0	555316.0	543781.0	530173.0	564567.0	743862.0	653613.0	676103.0	1889650.0	78259869.0
SRR2443250	1629.0	62831.0	286279.0	688278.0	599144.0	596814.0	602680.0	563274.0	600123.0	594212.0	597233.0	595790.0	556464.0	606993.0	571097.0	483457.0	484806.0	373211.0	356938.0	342674.0	350516.0	334133.0	331278.0	319473.0	308246.0	323652.0	310628.0	317576.0	328366.0	309380.0	328889.0	336734.0	390034.0	443207.0	1734147.0	72954441.0
SRR2443251	2203.0	90720.0	417169.0	966997.0	869748.0	841490.0	842657.0	762093.0	745528.0	741201.0	762402.0	749167.0	721271.0	729139.0	692109.0	670269.0	716550.0	641595.0	648524.0	640910.0	698725.0	519896.0	520070.0	479735.0	454165.0	477075.0	465205.0	487618.0	474981.0	444741.0	418121.0	411519.0	430495.0	493270.0	1684569.0	69918360.0
SRR2443252	1760.0	75666.0	346862.0	827375.0	763575.0	729114.0	730416.0	716063.0	702621.0	675532.0	646083.0	645015.0	570892.0	573779.0	538127.0	510675.0	480559.0	416837.0	407880.0	396306.0	399690.0	396487.0	391412.0	389919.0	376714.0	394943.0	389195.0	421864.0	411775.0	403383.0	437227.0	436050.0	493898.0	606304.0	2701082.0	60310946.0
SRR2443253	5457.0	248255.0	1170544.0	2702234.0	2461229.0	2399701.0	2228564.0	2087614.0	2010326.0	2114839.0	2228034.0	2070366.0	1968389.0	2037668.0	1608401.0	1513680.0	1614849.0	1340924.0	1465265.0	1347039.0	1330593.0	1258488.0	1300033.0	1282490.0	1241650.0	1320218.0	1105969.0	1107275.0	1079051.0	1008960.0	1031233.0	1028032.0	1171017.0	1329912.0	4299677.0	108976408.0
SRR2443254	1307.0	55168.0	244218.0	579454.0	550043.0	528472.0	555817.0	514103.0	477854.0	483803.0	476440.0	431708.0	384592.0	381161.0	338109.0	318682.0	338121.0	302269.0	308574.0	319830.0	320324.0	312538.0	321292.0	316251.0	330005.0	335688.0	328020.0	351466.0	354026.0	360661.0	373940.0	373024.0	444086.0	586846.0	3414403.0	70856778.0
SRR2443255	2093.0	88405.0	401352.0	978264.0	857017.0	822818.0	813723.0	767852.0	734909.0	741246.0	985925.0	790279.0	784651.0	792514.0	733190.0	704004.0	738627.0	623655.0	571366.0	552216.0	510898.0	473033.0	466917.0	439808.0	411343.0	431144.0	403121.0	423143.0	419399.0	408838.0	441760.0	438870.0	497627.0	567177.0	2116362.0	69927547.0
SRR2443256	2021.0	74061.0	367194.0	840061.0	793811.0	764889.0	738592.0	723252.0	700546.0	699038.0	770617.0	736503.0	705985.0	749603.0	702229.0	627755.0	660229.0	948220.0	502688.0	544750.0	504051.0	430185.0	441550.0	396293.0	437401.0	415258.0	402428.0	426583.0	501174.0	499769.0	512765.0	541733.0	589300.0	647953.0	2177933.0	84444581.0
SRR2443257	2110.0	85711.0	393062.0	970733.0	846577.0	844306.0	831071.0	753644.0	746407.0	714466.0	758962.0	756386.0	727759.0	770549.0	719691.0	679725.0	664391.0	574752.0	555856.0	529026.0	466464.0	428848.0	407932.0	386935.0	367792.0	381173.0	373125.0	401688.0	451746.0	380703.0	414948.0	421387.0	491608.0	584158.0	2438586.0	68469822.0
SRR2443258	3018.0	123931.0	618052.0	1315770.0	1172817.0	1171785.0	1085114.0	1040041.0	1025159.0	991654.0	1014122.0	1029893.0	951628.0	912321.0	839346.0	793550.0	756230.0	658933.0	612890.0	635767.0	608399.0	592976.0	619757.0	570598.0	644123.0	591203.0	566125.0	623001.0	564483.0	547183.0	561982.0	569393.0	616280.0	755479.0	2911942.0	81503098.0
SRR2443259	1998.0	86187.0	366161.0	872700.0	767836.0	752500.0	746777.0	701379.0	707259.0	698689.0	685117.0	661183.0	643458.0	698006.0	584226.0	584439.0	597162.0	491333.0	490522.0	590375.0	493989.0	463301.0	446620.0	428720.0	405438.0	418678.0	401164.0	423449.0	485682.0	422305.0	443146.0	443124.0	491307.0	622736.0	2609538.0	77795341.0
SRR2443260	2119.0	92870.0	423288.0	1000343.0	890870.0	953732.0	838357.0	825697.0	784659.0	790600.0	936273.0	819813.0	755166.0	684711.0	636051.0	554210.0	567949.0	486609.0	486648.0	479502.0	476282.0	471171.0	479794.0	475260.0	479625.0	478831.0	470750.0	504303.0	515154.0	499271.0	520056.0	502472.0	587773.0	695896.0	2652537.0	78991928.0
SRR2443261	2547.0	122572.0	577725.0	1549798.0	1200531.0	1101915.0	987254.0	871190.0	808510.0	809608.0	791628.0	808921.0	750176.0	727905.0	686440.0	673646.0	630359.0	500075.0	490553.0	502149.0	456217.0	464068.0	531948.0	434250.0	443243.0	467233.0	493804.0	455775.0	460050.0	480419.0	457049.0	477747.0	534457.0	608755.0	2212045.0	89242643.0
SRR2443262	2400.0	99140.0	453185.0	1047226.0	989388.0	979567.0	928608.0	866346.0	876040.0	922827.0	907913.0	898682.0	882138.0	894077.0	793685.0	720989.0	677532.0	533886.0	609469.0	506214.0	510024.0	487768.0	491631.0	489057.0	461071.0	480663.0	526535.0	512170.0	533700.0	504100.0	585787.0	531933.0	613819.0	783103.0	3177569.0	96998156.0
SRR2443263	1533.0	66681.0	302880.0	706590.0	639937.0	609740.0	620694.0	610217.0	607648.0	608572.0	646200.0	646758.0	547658.0	557586.0	490287.0	463684.0	499303.0	432176.0	431623.0	421684.0	442333.0	399915.0	403493.0	390735.0	373616.0	380117.0	371096.0	392445.0	396532.0	382441.0	390955.0	406969.0	452587.0	507609.0	1900744.0	83932955.0
