	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443159	1.0	314.0	4180.0	237619.0	527917.0	1136770.0	2091652.0	3542230.0	5212734.0	7249661.0	10192982.0	13099901.0	18355821.0	31808370.0	54276.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443160	3.0	395.0	6304.0	351596.0	816502.0	1769032.0	3194421.0	5175428.0	7178708.0	9216581.0	11990084.0	14441997.0	19118797.0	31737335.0	54339.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443161	7.0	388.0	6320.0	362525.0	829659.0	1789513.0	3216025.0	5173951.0	7141161.0	9089368.0	11588629.0	13983469.0	18833564.0	31724111.0	76931.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443162	2.0	242.0	4373.0	250576.0	569790.0	1249407.0	2307715.0	3897542.0	5585244.0	7488475.0	10654878.0	13958395.0	20438178.0	39787322.0	91283.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443163	6.0	405.0	5804.0	314184.0	732932.0	1569944.0	2855724.0	4655138.0	6534432.0	8389700.0	10600901.0	12661809.0	16813773.0	26145898.0	35113.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443164	2.0	222.0	3560.0	192208.0	451271.0	1001807.0	1871226.0	3158430.0	4510482.0	6036578.0	8417499.0	11249406.0	16993623.0	29979737.0	47486.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443165	4.0	271.0	4730.0	260081.0	614371.0	1363558.0	2535019.0	4184078.0	5847412.0	7482910.0	9734556.0	11871656.0	15722535.0	30403171.0	133715.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443166	1.0	266.0	4476.0	247316.0	587844.0	1290520.0	2394093.0	4023168.0	5755214.0	7701177.0	10486146.0	13925795.0	21000669.0	46910192.0	119374.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443167	2.0	196.0	3470.0	192195.0	448084.0	986457.0	1832858.0	3092514.0	4438763.0	5938586.0	8239050.0	11393777.0	17773513.0	34369157.0	59609.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443168	4.0	377.0	5500.0	302404.0	687452.0	1493294.0	2742468.0	4540643.0	6500089.0	8669285.0	11333214.0	14435814.0	20945181.0	36987066.0	79969.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443169	2.0	253.0	4196.0	238305.0	559813.0	1235706.0	2320248.0	3900617.0	5553046.0	7365680.0	9737420.0	13148318.0	21638123.0	42557904.0	77156.0
	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443170	233.0	4011.0	212600.0	508193.0	1120648.0	2115385.0	3587072.0	5150164.0	6882046.0	9219468.0	12679065.0	21151776.0	43181438.0	63339.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443171	2.0	286.0	4800.0	270833.0	635225.0	1384348.0	2547922.0	4234679.0	6019339.0	7976433.0	10450229.0	13791481.0	21786416.0	47179656.0	89909.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443172	4.0	305.0	4489.0	252738.0	570084.0	1238429.0	2286238.0	3805807.0	5495434.0	7368892.0	9633814.0	12156041.0	17367341.0	28733675.0	55069.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443173	4.0	346.0	5451.0	300423.0	692906.0	1491760.0	2719496.0	4434486.0	6207007.0	7957678.0	9962953.0	12477834.0	18114354.0	30409391.0	45564.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443174	2.0	321.0	4723.0	267262.0	637691.0	1397666.0	2560825.0	4154673.0	5816229.0	7474574.0	9443389.0	12305806.0	19208917.0	33177087.0	53840.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443175	1.0	190.0	3285.0	222013.0	457727.0	1047224.0	1877403.0	3187182.0	4578662.0	6205695.0	8682927.0	12107388.0	20262507.0	43564523.0	105419.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443176	1.0	249.0	4051.0	234802.0	559493.0	1243728.0	2323338.0	3846609.0	5397444.0	6886023.0	8819617.0	10913312.0	14823219.0	28607329.0	124899.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443177	8.0	358.0	4969.0	273772.0	636052.0	1355465.0	2455801.0	3982178.0	5536377.0	7032352.0	8677474.0	10374235.0	13823450.0	21772675.0	36006.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443178	1.0	178.0	3068.0	202974.0	416734.0	951231.0	1709360.0	2906007.0	4160994.0	5681546.0	8237007.0	11217439.0	17781737.0	36978297.0	82961.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443179	2.0	317.0	4877.0	261301.0	610676.0	1357695.0	2523736.0	4275147.0	6131877.0	8272436.0	11924873.0	15425852.0	20897928.0	33484193.0	47098.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443180	3.0	287.0	4777.0	264147.0	617254.0	1349934.0	2466402.0	4103736.0	5847988.0	7842777.0	10959875.0	14010209.0	19873480.0	39606583.0	75446.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443181	2.0	313.0	4624.0	258950.0	579635.0	1258787.0	2327934.0	3900188.0	5671059.0	7753038.0	10608034.0	13921883.0	20802181.0	40684868.0	105417.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443182	4.0	229.0	4090.0	228303.0	541707.0	1190592.0	2190751.0	3587682.0	5027543.0	6488645.0	8437506.0	10824688.0	15912798.0	36882134.0	188351.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443183	2.0	290.0	5074.0	279948.0	665301.0	1460681.0	2683707.0	4411532.0	6213801.0	8108054.0	10655255.0	13843551.0	21094266.0	39641135.0	69732.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443184	2.0	197.0	3478.0	201659.0	474685.0	1059654.0	1969224.0	3326064.0	4729838.0	6327381.0	8739242.0	11920165.0	18565317.0	49176479.0	217709.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443185	1.0	198.0	3630.0	210107.0	506500.0	1121172.0	2081590.0	3500115.0	4988661.0	6669819.0	9361844.0	12655221.0	18905597.0	48362220.0	204540.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443186	4.0	325.0	5422.0	290398.0	693466.0	1513821.0	2803216.0	4565319.0	6294907.0	7873351.0	9568361.0	11845699.0	16930086.0	32963980.0	161863.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443187	3.0	276.0	4654.0	254657.0	611426.0	1352465.0	2508618.0	4103787.0	5675241.0	7175786.0	8939631.0	11130339.0	15985490.0	32353268.0	169136.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443188	1.0	228.0	3827.0	215680.0	515908.0	1130807.0	2121446.0	3563081.0	5123122.0	6840448.0	9007943.0	12230744.0	20027502.0	50084007.0	137000.0
	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443189	211.0	3567.0	192933.0	463451.0	1025178.0	1941842.0	3316800.0	4787781.0	6452602.0	8695428.0	12030207.0	19810608.0	37842677.0	51072.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443190	3.0	192.0	2899.0	192940.0	413059.0	931491.0	1702048.0	2879322.0	4146988.0	5623930.0	7765961.0	10989475.0	18845516.0	42450941.0	131366.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443191	2.0	282.0	4017.0	229321.0	536533.0	1180478.0	2190376.0	3664963.0	5228015.0	6949923.0	9484518.0	12804807.0	20772925.0	44961684.0	103557.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443192	2.0	213.0	4014.0	224144.0	532937.0	1179861.0	2219560.0	3796207.0	5446362.0	7304784.0	10214473.0	13853715.0	20989824.0	39909650.0	55842.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443193	2.0	246.0	4088.0	224494.0	535504.0	1182426.0	2227229.0	3761426.0	5400008.0	7229589.0	9982102.0	13637258.0	21707870.0	43470283.0	65178.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443194	4.0	312.0	5264.0	288828.0	681483.0	1502086.0	2777991.0	4563849.0	6349721.0	8043437.0	10155986.0	12521760.0	16930563.0	32195982.0	130586.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443195	3.0	328.0	5284.0	285739.0	684691.0	1509621.0	2798435.0	4577999.0	6339547.0	8002276.0	10063936.0	12436840.0	17133756.0	33176760.0	157376.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443196	4.0	326.0	5563.0	286503.0	685834.0	1501339.0	2741009.0	4431246.0	6089157.0	7661941.0	9645524.0	11557240.0	15106053.0	26386474.0	60394.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443197	5.0	257.0	4843.0	259819.0	619027.0	1362415.0	2499083.0	4195963.0	5950754.0	7896265.0	10997807.0	14081027.0	19430047.0	33971076.0	55619.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443198	2.0	276.0	4749.0	256516.0	614864.0	1352908.0	2470829.0	4013994.0	5557472.0	7063217.0	9190288.0	11112391.0	14315852.0	26115578.0	78884.0
	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443199	210.0	3405.0	207675.0	458100.0	1016563.0	1892838.0	3239337.0	4661742.0	6319963.0	9278665.0	12678585.0	18203672.0	44437182.0	184622.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443200	8.0	208.0	3305.0	186382.0	435181.0	954530.0	1778925.0	3054900.0	4448743.0	6105619.0	8610672.0	11458235.0	17550465.0	40068233.0	88518.0
	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443201	157.0	2420.0	141701.0	328502.0	728047.0	1339860.0	2303511.0	3338085.0	4617819.0	6839025.0	9852149.0	16936462.0	47754481.0	143448.0
	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443202	268.0	4357.0	241734.0	576946.0	1268067.0	2327791.0	3851969.0	5474937.0	7184402.0	9593829.0	12730902.0	19411682.0	40150563.0	70479.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443203	4.0	186.0	3019.0	173491.0	414164.0	926379.0	1758309.0	3024039.0	4407656.0	6015214.0	8426329.0	11515869.0	17966811.0	47580280.0	182423.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443204	3.0	230.0	3508.0	214071.0	473368.0	1057674.0	1957349.0	3314825.0	4771866.0	6454357.0	8921922.0	12478128.0	20533442.0	42081435.0	90737.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443205	1.0	217.0	3912.0	224167.0	529636.0	1168136.0	2183203.0	3674098.0	5256245.0	7023485.0	9634754.0	12918273.0	20292912.0	39221506.0	53130.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443206	1.0	320.0	5180.0	282801.0	673541.0	1467605.0	2700639.0	4430739.0	6229809.0	8101644.0	10463235.0	13894156.0	22357406.0	42803498.0	46192.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443207	2.0	253.0	4069.0	222389.0	531368.0	1171462.0	2174064.0	3627634.0	5193387.0	6899243.0	9263029.0	12651427.0	20919773.0	41523969.0	75368.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443208	3.0	272.0	3775.0	212112.0	499612.0	1095716.0	2036600.0	3408702.0	4852035.0	6455521.0	8622358.0	11698226.0	18933467.0	39931359.0	99525.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443209	3.0	249.0	3988.0	230512.0	553431.0	1234786.0	2305895.0	3823438.0	5388743.0	7058340.0	9465693.0	12580989.0	19614376.0	49514880.0	178127.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443210	3.0	385.0	6921.0	566345.0	1077398.0	1874219.0	2749662.0	4149640.0	5733623.0	7527323.0	10068379.0	13510743.0	20768583.0	47463495.0	125909.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443211	3.0	249.0	4382.0	237603.0	564238.0	1236733.0	2270103.0	3719917.0	5220598.0	6726896.0	8711489.0	11247105.0	16572486.0	38435860.0	202122.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443212	1.0	217.0	3689.0	263361.0	511818.0	1157093.0	2068640.0	3463211.0	4911075.0	6522471.0	8821844.0	12378329.0	20571756.0	45519188.0	107018.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443213	4.0	343.0	5410.0	300144.0	712592.0	1526941.0	2763319.0	4430403.0	6105953.0	7662098.0	9271937.0	11556968.0	16744142.0	28914941.0	79087.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443214	2.0	405.0	6531.0	367155.0	841189.0	1816048.0	3266520.0	5238379.0	7205940.0	9149484.0	11516977.0	14137692.0	19902774.0	36389922.0	95393.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443215	2.0	302.0	5834.0	473475.0	896784.0	1580888.0	2339875.0	3589642.0	4991913.0	6613836.0	9009589.0	12183063.0	18759132.0	43223147.0	116532.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443216	6.0	358.0	5379.0	283631.0	676595.0	1481920.0	2750975.0	4552380.0	6341857.0	8093589.0	10334229.0	12979316.0	17850540.0	34494624.0	169012.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443217	1.0	239.0	4630.0	252921.0	599538.0	1312367.0	2436417.0	4017042.0	5627171.0	7172323.0	9106379.0	11293502.0	15452067.0	29394432.0	123595.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443218	1.0	263.0	4473.0	244650.0	576715.0	1271179.0	2365673.0	4018605.0	5817468.0	7878026.0	11203048.0	14878354.0	21710704.0	37240263.0	47993.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443219	5.0	227.0	3998.0	228447.0	537300.0	1186963.0	2208367.0	3712459.0	5338192.0	7212157.0	10394698.0	13634740.0	20308453.0	38926657.0	54415.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443220	2.0	175.0	3097.0	177995.0	425376.0	949853.0	1815210.0	3157717.0	4654570.0	6385569.0	9299522.0	12420444.0	17794946.0	36422282.0	71347.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443221	1.0	235.0	4205.0	232716.0	551320.0	1210943.0	2237790.0	3771279.0	5413351.0	7243569.0	10113199.0	13480431.0	20528386.0	37948142.0	63048.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443222	1.0	275.0	4487.0	260775.0	605507.0	1326821.0	2434324.0	4027039.0	5714099.0	7565223.0	10190858.0	13055439.0	19018438.0	38441997.0	80910.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443223	4.0	260.0	4145.0	238498.0	570828.0	1266062.0	2357712.0	3963578.0	5665940.0	7539576.0	10367551.0	13848441.0	20743843.0	51267766.0	179178.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443224	5.0	213.0	3443.0	187647.0	446606.0	987564.0	1841236.0	3123389.0	4483548.0	6056445.0	8442354.0	11649942.0	19191617.0	39364737.0	71383.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443225	1.0	284.0	4534.0	252825.0	594279.0	1294420.0	2374106.0	3909145.0	5421607.0	7029004.0	9060526.0	11859515.0	19150963.0	40630990.0	52469.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443226	3.0	223.0	4411.0	236926.0	564881.0	1235635.0	2273344.0	3739655.0	5237274.0	6751617.0	8686612.0	11146308.0	16280954.0	35206732.0	175037.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443227	2.0	180.0	3534.0	214414.0	491664.0	1108304.0	2062253.0	3509969.0	5057116.0	6799549.0	9334356.0	12669667.0	19836191.0	51836626.0	241658.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443228	6.0	407.0	6459.0	349668.0	816428.0	1767844.0	3198373.0	5173189.0	7169318.0	9196089.0	11887486.0	14547565.0	20007741.0	35725779.0	76343.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443229	3.0	242.0	4400.0	240567.0	571106.0	1255934.0	2310593.0	3796858.0	5321233.0	6924637.0	9027490.0	12074065.0	19070290.0	37812871.0	73985.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443230	1.0	264.0	5054.0	273369.0	655642.0	1432434.0	2661786.0	4339010.0	6000907.0	7542257.0	9193996.0	11509016.0	16768455.0	33503957.0	151749.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443231	1.0	266.0	4498.0	251425.0	597492.0	1307139.0	2406130.0	3898042.0	5397554.0	6860290.0	8551342.0	10941251.0	16454170.0	35454297.0	156996.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443232	1.0	184.0	3351.0	194500.0	465816.0	1034948.0	1926672.0	3234894.0	4613270.0	6160370.0	8243434.0	11287017.0	18564239.0	51981027.0	206863.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443233	3.0	185.0	3360.0	192719.0	454687.0	998202.0	1865525.0	3193771.0	4656801.0	6369516.0	8641493.0	11813702.0	19147189.0	47053043.0	120310.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443234	5.0	251.0	4218.0	245392.0	575569.0	1269532.0	2386303.0	4015027.0	5708169.0	7566790.0	10035504.0	13568604.0	21998202.0	42491656.0	78628.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443235	1.0	322.0	4780.0	268806.0	630179.0	1376839.0	2514792.0	4125980.0	5792852.0	7531306.0	9759080.0	12640631.0	19273028.0	37008704.0	68361.0
	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443236	319.0	4386.0	238754.0	574346.0	1270505.0	2358207.0	3872674.0	5422732.0	6969777.0	8871650.0	11335168.0	16980565.0	35411132.0	105854.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443237	1.0	330.0	5276.0	305081.0	711093.0	1557164.0	2860687.0	4728710.0	6682179.0	8816955.0	11687278.0	15081637.0	22480810.0	45853269.0	105760.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443238	1.0	307.0	4311.0	239193.0	571795.0	1266441.0	2376000.0	4026805.0	5803246.0	7859432.0	10822805.0	14919702.0	24416563.0	46052195.0	73626.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
SRR2443239	3.0	359.0	5717.0	300545.0	708665.0	1528291.0	2781827.0	4533154.0	6319004.0	8108182.0	10292904.0	12772884.0	17667150.0	29147508.0	46646.0
	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0
