Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0
SRR2443179										10.819304733763179	3.878536126914603	7.97541503285603	3.046187003273261	6.310500259609486	3.810612889635903	35.82255863496805																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443180										11.149129507619774	3.6721763481136436	7.079789027808456	2.4777569253458704	5.11222039914564	3.376110044456909	33.75897811264147																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443181										13.686635274209655	4.008986552475545	6.704714852225386	1.884613854774037	4.326228626445337	3.2353885998521346	19.666563922354133																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443182										11.131986781180203	3.615107390672904	6.763251177470055	1.91535129267688	4.536109056387981	3.59115108328983	20.612954207941733																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443183										13.853889837572012	3.9373120334497544	6.935027331399561	2.047500508054995	4.511936222629698	3.0715531504727474	11.524396244858002																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443184										17.024161122637963	5.494362626279732	9.293459609450876	2.4221614636079485	4.2975809248866526	3.079295520250192	11.651423999216183																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443185										14.157757491862318	4.4442110735065805	7.790390669208894	2.082011485440398	3.8952916259213572	3.2251083134502543	22.579625859641506																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443186										19.289383413043364	5.779497157997419	9.039109693665644	2.2031646312598516	4.279380204077008	1.776114725949674	1.54935259088936																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443187										18.300296978944818	5.263400097740615	8.167705969253305	2.098921976353703	4.727630163827884	2.6250696027222924	3.7424073205677164																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443188										19.92824520204931	5.242248682523479	7.891052941986487	2.140378827622235	3.013827590896925	0.46562735913872255	0.3338888052353126																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443189										18.241770325810855	5.2796845134129615	8.539051850857634	2.171421967958654	4.003706000905694	1.6583114063827742	1.8569303792164933																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443190										16.77194624626111	4.813875152417754	8.096891824110674	1.9735350512329326	4.538797916443924	2.7587890282931924	4.789134994331341																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443191										14.680575865242593	3.8958351485026896	6.180635393776906	1.727603988176311	4.0464068127659285	2.7111475891878567	16.19555288586948																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443192										13.197985517995834	4.139677520108561	7.863587072399392	2.365940492850742	4.772705170258577	3.277230280503038	20.80454441480518																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443193										15.616407039261714	4.314938030749005	7.066036015569353	1.8753198233197517	3.9076927303514553	2.8986042346988006	11.559774993643732																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443194										10.476698808430589	3.4170629616590147	6.95411514867753	2.1994652715769747	5.012020444856294	3.9189463910016604	25.160803247103715																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443195										13.11054908382	4.202613464344286	7.788726629109241	2.3479026856766416	5.063996471632538	3.758414900672384	14.867596417934633																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443196										13.748635435851039	4.528756236395722	8.430398805383362	2.8322686274180366	6.246878395753323	4.3609584931926815	19.79324528587003																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443197										11.193059048077675	3.777894734453697	7.722633233567927	2.5097800259696097	5.401349248238865	3.7432168201517615	27.671419722063384																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443198										10.044492505487646	3.494607736327272	7.515574195857544	2.5701181717948987	6.292467097418585	4.2142244123638	27.73017792273166																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443199										12.927059069166965	3.9668119293273456	6.964731498392422	2.0943130043866316	3.9992214290799035	3.3186282913105094	29.931197516492																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443200										17.338641488488513	5.109424528204374	8.305642464584372	2.4305785962175466	4.960477271227621	3.4290228783949392	17.070443472682463																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443201										14.3189709909273	4.579430046861195	8.208614431745923	2.279185335818412	4.336014020542124	3.4981116106047128	20.903694477348793																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443202										12.533795833064193	4.144374622535415	7.801705988393988	2.4647909169770887	5.060507717168705	3.308584818570391	25.758927041989722																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443203										15.889391996504095	5.191387216261542	9.709280940885826	2.511123124796384	4.76859243240072	3.2556269453525473	14.650519173700632																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443204										17.65049458993242	5.244721311957662	9.211602811302441	2.5774234551079864	4.5861482539979175	2.5064649341582625	6.133132418224531																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443205										14.287760323633107	4.300096611593548	7.492362513693426	2.1633764089441683	4.514117273428245	3.381827474101611	17.555723074595466																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443206										19.966591072736882	6.447036443586055	10.483713599335893	2.665880743292095	4.806698925722874	2.7146310225673433	5.1149382470433356																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443207										19.845053528060852	5.961261467638114	9.311893673578435	2.446425945531636	4.47838166793796	2.0193432824731903	2.8351026858913606																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443208										19.498677541270055	5.542043737683179	8.103296250281195	2.1484000218818213	4.414536304998324	2.0788394382074156	2.628908231109137																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443209										15.21307301188858	4.678669740344297	7.352842661104293	1.9990776462132414	4.028073705917419	2.981954763506743	16.234455881453865																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443210										17.188224374764193	5.395519886537412	8.92452555534357	2.535455851101694	4.623188517455459	3.3844864561219294	14.209535029074996																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443211										14.292832504662591	4.400566284597399	7.68403988696051	2.242313531094603	4.975252040088305	3.548103749269889	15.106716292634706																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443212										15.268180611246715	4.811454464544153	7.945622054977852	2.3894614403745225	4.801643121315985	3.120142051607535	17.432012128213024																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443213										15.440818947355936	4.021814910541371	6.093516206915991	1.7537268887733855	3.0870985208508546	0.7996583278443973	0.5896693362003766																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443214										14.35338734962341	4.239376369579028	7.272244183195042	2.178756269061277	4.615472899825153	3.3954816924872135	13.612217505155403																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443215										15.110380693306752	4.654560080899383	8.012318262338328	2.1120451756143015	4.4711876484143795	3.6514773051793443	18.663632036663156																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443216										16.213913494189807	4.87305148071194	8.852099083712577	2.423309799075775	4.859370963148695	3.0609069150127857	10.328943277601624																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443217										13.125162295173117	3.963144850551234	7.286366187387751	2.1145384566762178	4.938452469198102	3.8816438766566743	16.826854894652428																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443218										14.613256768605998	5.114237243904964	9.442331893835663	3.116443222841706	6.114698498868056	3.2647762092295576	25.976921055086642																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443219										10.799092573667787	2.9993267268887935	5.709956217356576	1.8924112972663978	4.448829992023814	3.3974576350272234	32.59257164957249																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443220										11.721847355967734	3.597947300194209	6.606439185150443	1.761547371601738	4.275310247647079	3.4917547819467396	28.62789743357441																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443221										14.656009799699051	4.65232443889674	8.096581021862207	2.5376779193601187	4.865847836308053	3.371571257598307	19.287847716606148																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443222										14.739180425332574	4.4675891170865025	7.84711560137503	2.384294395123875	4.901671816834628	3.5517534623475693	21.104048596027518																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443223										13.246643211906973	4.195067992712007	7.534401721069446	2.144852978892755	3.8902552247918956	2.9864835026623044	25.307605322889053																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443224										16.543702506968728	4.9089716483221935	7.332370291030123	1.8710477839791475	4.078739162100394	3.046591097326042	9.82652349557689																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443225										10.350336114232869	3.290683985066499	6.1437283042465936	1.9887098501968596	4.663816183870533	3.0733929911955875	30.139750657073076																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443226										16.57259029405504	5.092644809268389	8.589623837385984	2.2129322087571492	5.044401158541649	2.959385698234444	5.673346888684337																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443227										14.043374350486543	4.0578413386289665	7.231825406056255	1.7907197322487407	3.843713007022135	2.9860663571831725	12.58827396773277																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443228										16.40512081164384	5.214352755809505	8.961682295321195	2.7835054112935005	5.168047961331408	3.306687609001839	15.582571966573983																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443229										17.423785031676058	5.11842178543205	7.735430210213017	1.8682216296180472	4.238887697099532	2.904021172039112	6.6328996297891365																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443230										16.656064128834057	4.3329663724103336	6.86398049177336	1.818225513932637	3.333286634102559	0.8178065738631264	0.5892206000122613																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443231										14.66689989224395	4.219530870270679	7.243547808253803	1.9585392907914758	4.821522586981583	2.1425443044675796	2.603707743732693																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443232										17.87290932549461	5.096049753172592	8.73327236401749	2.333391227048938	4.51484298257314	1.7634598211951698	2.1812639281811563																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443233										18.860855324034226	4.921614654303338	7.410425314699956	1.9073148963480584	4.042097229591776	1.467329183633171	1.6550586382572503																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443234										16.814949657567606	4.481105866298014	7.207755738220801	1.946074858118569	4.277134877665145	2.0633969248711215	3.09091035326562																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443235										15.978131614344127	4.514853909509978	7.331673212683502	1.9211968479826722	4.561316161558034	2.8174153195611327	6.79694366678069																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443236										15.238243583560163	4.249109601915569	6.621511376830797	2.00540890141509	5.029912575244033	2.9580052673009485	6.247681209521931																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443237										16.829303994838536	5.304689166925057	8.916140872017971	2.543180723837653	4.924297664607434	3.259738139619063	14.568471682239274																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443238										18.014670134509412	5.345653208424964	8.733926780674492	2.485768072631888	4.901269471019359	2.751187751927614	6.812732846372733																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443239										14.813697722249675	4.248137451951311	7.049443046291365	2.0822991842576553	5.574742188324605	4.073412129490513	16.281526242520723																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443240										17.930982955896134	5.769321447159302	9.333113952111512	2.3290638649479822	5.065681271550464	3.1394784020585242	5.9888864524942464																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443241										13.441279440605808	3.927290400665659	6.546982132367726	2.0615975198418397	5.19974347073743	3.836168291745856	15.44420712303747																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443242										13.790626220843958	4.138096970039332	6.945624475347323	1.9334232211395623	4.341364688027019	3.4467060979935757	18.73371651702579																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443243										14.555889013697279	4.251071060929116	7.631101500356763	1.9614052391948416	4.542695542472015	3.6629758404132984	13.80233392885924																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443244										12.03157020420487	3.7404675190043237	6.763247094173422	2.0150973348139205	4.21856079048934	3.514956927607808	29.01520482793932																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443245										14.813353084921374	4.390238382182219	7.880489489783869	2.351223885778001	4.494486190892812	3.1542510884164656	14.549150614882251																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443246										14.31239381337058	4.144525919223773	6.9371481099619405	1.898953173535517	4.565374778200134	3.1964366165072358	9.892145692530448																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443247										15.427632770512725	4.427533936973677	7.381435623039981	1.8620305926856575	4.061059994326419	2.6314847425171735	9.793647721378889																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443248										12.26003466583812	3.796153107527521	6.900431244632961	2.123191668477219	4.685827286783211	3.4451995245852336	25.705743735495588																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443249										10.648461750565607	3.3456905408094526	6.782372481631635	2.4407365103018925	5.751994169242266	3.8126479776322837	31.8924474855177																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443250										9.207502145841548	2.9286681643829082	5.455392464757077	1.6585808799391553	4.5365473616986565	3.7466406935838683	37.387038638113054																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443251										11.245683777981455	3.678622975900444	7.850404430158593	2.7136261763080505	5.663583680589251	3.936594126732503	25.03464951438705																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SRR2443252										12.636916591633444	3.9924593042895884	7.470487443250466	2.4456302374421326	5.806081089238242	3.998742870912854	17.627510317122965																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
